"id","date","amount","description","account_id","category_id","type","linked_transaction_id"
"10792","""2025-03-13T11:00:00.000Z""","9.99","iliad","9","5","expense",
"10793","""2025-03-14T11:00:00.000Z""","6.19","dentifricio","9","3","expense",
"10794","""2025-03-14T11:00:00.000Z""","14.89","bla bla car","9","7","expense",
"10795","""2025-03-14T11:00:00.000Z""","15.00","pizza","9","6","expense",
"10796","""2025-03-14T11:00:00.000Z""","195.40","unipolmove","9","7","expense",
"10797","""2025-03-15T11:00:00.000Z""","2.40","caffè","12","6","expense",
"10798","""2025-03-16T11:00:00.000Z""","37.97","multa","7","10","expense",
"10799","""2025-03-17T11:00:00.000Z""","43.75","ricarica satispay","12","20","income",
"10800","""2025-03-17T11:00:00.000Z""","6.40","bar","12","6","expense",
"10801","""2025-03-17T11:00:00.000Z""","20.00","cena farinata","7","6","expense",
"10802","""2025-03-17T11:00:00.000Z""","43.75","ricarica satispay","9","20","expense",
"10803","""2025-03-17T11:00:00.000Z""","12.00","bla bla car","9","7","income",
"10804","""2025-03-18T11:00:00.000Z""","18.31","pizze","7","6","expense",
"10805","""2025-03-18T11:00:00.000Z""","3.18","birrette","7","6","expense",
"10806","""2025-03-18T11:00:00.000Z""","25.00","pizze e birrette rimborso pa","4","6","income",
"10807","""2025-03-18T11:00:00.000Z""","0.99","icloud","9","5","expense",
"10808","""2025-03-19T11:00:00.000Z""","2.40","caffè","12","6","expense",
"10809","""2025-03-20T11:00:00.000Z""","12.00","bla bla car","12","7","income",
"10810","""2025-03-20T11:00:00.000Z""","2.40","bar","12","6","expense",
"10811","""2025-03-20T11:00:00.000Z""","400.00","regalo compleanno","4","14","income",
"10812","""2025-03-21T11:00:00.000Z""","425.00","versamento","4","20","expense",
"10813","""2025-03-21T11:00:00.000Z""","425.00","versamento","7","20","income",
"10814","""2025-03-21T11:00:00.000Z""","14.20","pranzo","7","6","expense",
"10815","""2025-03-21T11:00:00.000Z""","239.55","trasferimento","7","20","expense",
"10816","""2025-03-21T11:00:00.000Z""","239.55","trasferimento","10","20","income",
"10817","""2025-03-21T11:00:00.000Z""","9.90","gondoni","7","11","expense",
"10818","""2025-03-21T11:00:00.000Z""","2.00","parcheggio","9","7","expense",
"10819","""2025-03-22T11:00:00.000Z""","5.00","caffè succo","12","6","expense",
"10820","""2025-03-22T11:00:00.000Z""","488.63","hotel londra","10","8","expense",
"10821","""2025-03-22T11:00:00.000Z""","1.92","boots","10","3","expense",
"10822","""2025-03-22T11:00:00.000Z""","40.59","uniqlo","10","12","expense",
"10823","""2025-03-22T11:00:00.000Z""","16.72","deliveroo","10","6","expense",
"10824","""2025-03-22T11:00:00.000Z""","3.47","tfl","9","7","expense",
"10825","""2025-03-23T11:00:00.000Z""","10.37","tfl","10","7","expense",
"10826","""2025-03-23T11:00:00.000Z""","3.38","tfl","10","7","expense",
"10827","""2025-03-23T11:00:00.000Z""","3.49","sticker e acqua","10","12","expense",
"10828","""2025-03-23T11:00:00.000Z""","52.12","cena brewmaster","10","6","expense",
"10829","""2025-03-24T11:00:00.000Z""","10.73","tfl","10","7","expense",
"10830","""2025-03-24T11:00:00.000Z""","5.81","costa coffee","10","6","expense",
"10831","""2025-03-24T11:00:00.000Z""","3.48","bici","10","7","expense",
"10832","""2025-03-24T11:00:00.000Z""","23.32","regalo mamma","10","12","expense",
"10833","""2025-03-24T11:00:00.000Z""","1.52","tesco","10","3","expense",
"10834","""2025-03-24T11:00:00.000Z""","4.19","commissioni","7","10","expense",
"10835","""2025-03-24T11:00:00.000Z""","12.00","bla bla car","11","7","income",
"10836","""2025-03-25T11:00:00.000Z""","10.37","tfl","10","7","expense",
"10837","""2025-03-25T11:00:00.000Z""","17.66","costa coffee","10","6","expense",
"10838","""2025-03-25T11:00:00.000Z""","29.14","regalo papà","10","12","expense",
"10839","""2025-03-25T11:00:00.000Z""","39.50","fish and chips","10","6","expense",
"10840","""2025-03-25T11:00:00.000Z""","18.43","cafe nero","10","6","expense",
"10841","""2025-03-25T11:00:00.000Z""","14.06","lime","7","7","expense",
"10842","""2025-03-26T11:00:00.000Z""","2.20","metro","10","7","expense",
"10843","""2025-03-26T11:00:00.000Z""","300.00","pac extra","14","20","income",
"10844","""2025-03-26T11:00:00.000Z""","35.99","rata airpods","9","12","expense",
"10845","""2025-03-26T11:00:00.000Z""","2.00","pranzo","9","6","expense",
"10846","""2025-03-26T11:00:00.000Z""","300.00","pac extra","9","20","expense",
"10847","""2025-03-26T11:00:00.000Z""","8.00","pranzo","13","6","expense",
"10848","""2025-03-27T11:00:00.000Z""","16.00","pranzo","13","6","expense",
"10849","""2025-03-27T11:00:00.000Z""","183.67","trasferimento chiusura conto","5","20","expense",
"10850","""2025-03-27T11:00:00.000Z""","183.67","trasferimento chiusura conto","9","20","income",
"10851","""2025-03-27T11:00:00.000Z""","2.00","pranzo","9","6","expense",
"10852","""2025-03-27T11:00:00.000Z""","50.39","benzina","9","7","expense",
"10853","""2025-03-28T11:00:00.000Z""","3.70","bar","12","6","expense",
"10854","""2025-03-28T11:00:00.000Z""","23.00","bla bla car","11","7","income",
"10855","""2025-03-28T11:00:00.000Z""","40.00","prelievo","4","20","income",
"10856","""2025-03-28T11:00:00.000Z""","28.00","garage","4","9","expense",
"10857","""2025-03-28T11:00:00.000Z""","40.00","prelievo","7","20","expense",
"10858","""2025-03-28T11:00:00.000Z""","2.99","google one","11","5","expense",
"10859","""2025-03-29T11:00:00.000Z""","3.00","frappe","12","6","expense",
"10860","""2025-03-29T11:00:00.000Z""","7.00","spritz","4","6","expense",
"10861","""2025-03-30T10:00:00.000Z""","12.39","bla bla car","9","7","expense",
"10862","""2025-03-30T10:00:00.000Z""","3.00","frappe","12","6","expense",
"10863","""2025-03-31T10:00:00.000Z""","1792.00","stipendio","9","1","income",
"10864","""2025-03-31T10:00:00.000Z""","400.00","trasferimento","9","20","expense",
"10865","""2025-03-31T10:00:00.000Z""","2000.00","trasferimento","9","20","income",
"10866","""2025-03-31T10:00:00.000Z""","2000.00","trasferimento","1","20","expense",
"10867","""2025-03-31T10:00:00.000Z""","2.40","caffè","12","6","expense",
"10868","""2025-03-31T10:00:00.000Z""","10.95","macelleria","12","3","expense",
"10869","""2025-03-31T10:00:00.000Z""","400.00","trasferimento","10","20","income",
"10870","""2025-03-31T10:00:00.000Z""","0.12","commissioni","7","10","expense",
"10871","""2025-03-31T10:00:00.000Z""","6.80","openai","7","5","expense",
"10872","""2025-04-01T10:00:00.000Z""","21.50","cena workshop","9","6","expense",
"10873","""2025-04-01T10:00:00.000Z""","2.40","bar","12","6","expense",
"10874","""2025-04-02T10:00:00.000Z""","6.60","metro","9","7","expense",
"10875","""2025-04-02T10:00:00.000Z""","14.50","pranzo","9","6","expense",
"10876","""2025-04-02T10:00:00.000Z""","2.40","bar","12","6","expense",
"10877","""2025-04-02T10:00:00.000Z""","0.92","aws","7","5","expense",
"10878","""2025-04-03T10:00:00.000Z""","12.30","macellaio ","9","3","expense",
"10879","""2025-04-03T10:00:00.000Z""","7.18","carta igienica e scottex","9","3","expense",
"10880","""2025-04-03T10:00:00.000Z""","4.00","bar","12","6","expense",
"10881","""2025-04-03T10:00:00.000Z""","3.80","contorni","12","3","expense",
"10882","""2025-04-03T10:00:00.000Z""","4.00","fornaio","12","6","expense",
"10883","""2025-04-03T10:00:00.000Z""","0.02","commissioni","7","10","expense",
"10884","""2025-04-04T10:00:00.000Z""","32.00","spesa","13","3","expense",
